VisitId,UserId,Date,Time,Duration,CarerCount
2600506,5068,2017-10-05,12:00:00,584,2
2732906,5068,2017-10-05,17:00:00,721,2
2703663,5068,2017-10-05,20:30:00,685,2
2632885,5068,2017-10-05,09:45:00,1294,2
2667257,5068,2017-10-10,12:00:00,587,2
2667258,5068,2017-10-10,17:00:00,680,2
2667259,5068,2017-10-10,20:30:00,686,2
2667256,5068,2017-10-10,09:45:00,1286,2
2715647,5068,2017-10-01,09:45:00,1288,2
2580907,5068,2017-10-01,17:30:00,759,2
2760342,5068,2017-10-01,13:30:00,616,2
2553582,5068,2017-10-01,20:30:00,691,2
2683339,5068,2017-10-11,12:00:00,589,2
2715923,5068,2017-10-11,17:00:00,673,2
2715915,5068,2017-10-11,20:30:00,685,2
2683338,5068,2017-10-11,09:45:00,1328,2
2732670,5500,2017-10-13,18:00:00,842,1
2711428,5500,2017-10-13,09:45:00,3600,1
2721461,5500,2017-10-01,18:15:00,830,1
2721462,5500,2017-10-08,18:00:00,829,1
2732681,5500,2017-10-03,18:00:00,837,1
2634290,5500,2017-10-03,09:45:00,3600,1
2732685,5500,2017-10-02,18:00:00,854,1
2634286,5500,2017-10-02,09:45:00,3600,1
2727677,5500,2017-10-14,18:00:00,827,1
2732686,5500,2017-10-09,18:00:00,854,1
2655302,5500,2017-10-09,09:45:00,3600,1
2732677,5500,2017-10-04,18:00:00,836,1
2634294,5500,2017-10-04,09:45:00,3600,1
2732669,5500,2017-10-06,18:00:00,842,1
2634306,5500,2017-10-06,09:45:00,3600,1
2732674,5500,2017-10-12,18:00:00,843,1
2698521,5500,2017-10-12,09:45:00,3600,1
2732673,5500,2017-10-05,18:00:00,843,1
2634302,5500,2017-10-05,09:45:00,3600,1
2732682,5500,2017-10-10,18:00:00,837,1
2668564,5500,2017-10-10,09:45:00,3600,1
2721458,5500,2017-10-07,18:00:00,827,1
2732678,5500,2017-10-11,18:00:00,836,1
2679662,5500,2017-10-11,09:45:00,3600,1
2709952,1626,2017-10-13,07:30:00,1800,1
2709953,1626,2017-10-13,16:00:00,1800,1
2630220,1626,2017-10-07,18:30:00,1193,1
2630219,1626,2017-10-07,08:00:00,1800,1
2638590,1626,2017-10-08,18:30:00,1213,1
2638589,1626,2017-10-08,08:00:00,1800,1
2572533,1626,2017-10-03,07:30:00,1800,1
2572534,1626,2017-10-03,16:00:00,1800,1
2566185,1626,2017-10-02,07:30:00,1800,1
2566186,1626,2017-10-02,16:00:00,1800,1
2723832,1626,2017-10-14,18:30:00,1193,1
2723831,1626,2017-10-14,08:00:00,1800,1
2651694,1626,2017-10-09,07:30:00,1800,1
2651695,1626,2017-10-09,16:00:00,1800,1
2589845,1626,2017-10-04,07:30:00,1800,1
2589846,1626,2017-10-04,16:00:00,1800,1
2610852,1626,2017-10-06,07:30:00,1800,1
2610853,1626,2017-10-06,16:00:00,1800,1
2692940,1626,2017-10-12,07:30:00,1800,1
2692941,1626,2017-10-12,16:00:00,1800,1
2599301,1626,2017-10-05,07:30:00,1800,1
2599302,1626,2017-10-05,16:00:00,1800,1
2664641,1626,2017-10-10,07:30:00,1800,1
2664642,1626,2017-10-10,16:00:00,1800,1
2550523,1626,2017-10-01,18:30:00,1210,1
2607775,1626,2017-10-01,08:00:00,1800,1
2683962,1626,2017-10-11,07:30:00,1800,1
2683963,1626,2017-10-11,16:00:00,1800,1
2712144,5757,2017-10-13,09:15:00,1529,1
2681038,5757,2017-10-11,09:15:00,1529,1
2564107,5757,2017-10-02,09:00:00,1529,1
2652779,5757,2017-10-09,09:00:00,1529,1
2642580,4859,2017-10-04,10:00:00,1800,1
2642595,4859,2017-10-06,09:45:00,1800,1
2642572,4859,2017-10-03,09:45:00,1800,1
2642564,4859,2017-10-02,09:45:00,1800,1
2642588,4859,2017-10-05,09:45:00,1800,1
2673140,4859,2017-10-01,09:45:00,1800,1
2708842,71,2017-10-13,12:00:00,1434,2
2708841,71,2017-10-13,08:00:00,3028,1
2743977,71,2017-10-13,17:30:00,1509,2
2747136,71,2017-10-13,20:30:00,1643,2
2759891,71,2017-10-07,07:30:00,3111,2
2744306,71,2017-10-07,12:30:00,1436,2
2743990,71,2017-10-07,17:30:00,1494,2
2747139,71,2017-10-07,20:30:00,1616,2
2759913,71,2017-10-08,07:30:00,3137,2
2761332,71,2017-10-08,17:30:00,1492,2
2759978,71,2017-10-08,20:30:00,1637,2
2760931,71,2017-10-08,12:30:00,1436,2
2743888,71,2017-10-03,18:00:00,1491,2
2594242,71,2017-10-03,12:00:00,1440,2
2575199,71,2017-10-03,07:30:00,3126,2
2747123,71,2017-10-03,20:30:00,1625,2
2645633,71,2017-10-03,09:15:00,3600,1
2594230,71,2017-10-02,12:00:00,1444,2
2561483,71,2017-10-02,07:30:00,3145,2
2743864,71,2017-10-02,17:30:00,1495,2
2747119,71,2017-10-02,20:30:00,1619,2
2759892,71,2017-10-14,07:30:00,3111,1
2744307,71,2017-10-14,12:30:00,1436,1
2743991,71,2017-10-14,17:30:00,1494,1
2747140,71,2017-10-14,20:30:00,1616,1
2647596,71,2017-10-09,12:00:00,1442,2
2647595,71,2017-10-09,07:30:00,3148,2
2743865,71,2017-10-09,17:30:00,1497,2
2747120,71,2017-10-09,20:30:00,1615,2
2594256,71,2017-10-04,12:00:00,1444,2
2645605,71,2017-10-04,07:30:00,3173,2
2743907,71,2017-10-04,17:30:00,1499,2
2747127,71,2017-10-04,20:30:00,1625,2
2614893,71,2017-10-06,12:00:00,1434,2
2645613,71,2017-10-06,07:30:00,3028,2
2743976,71,2017-10-06,17:30:00,1509,2
2747135,71,2017-10-06,20:30:00,1643,2
2698073,71,2017-10-12,12:00:00,1433,2
2693052,71,2017-10-12,09:15:00,3600,1
2698072,71,2017-10-12,08:00:00,3012,1
2743942,71,2017-10-12,17:30:00,1493,2
2747132,71,2017-10-12,20:30:00,1663,2
2601638,71,2017-10-05,12:00:00,1433,2
2645609,71,2017-10-05,07:30:00,3012,2
2645629,71,2017-10-05,09:15:00,3600,1
2743941,71,2017-10-05,17:30:00,1493,2
2747131,71,2017-10-05,20:30:00,1663,2
2662391,71,2017-10-10,12:00:00,1440,2
2667143,71,2017-10-10,09:15:00,3600,1
2662390,71,2017-10-10,08:00:00,3126,1
2743889,71,2017-10-10,17:30:00,1491,2
2747124,71,2017-10-10,20:30:00,1626,2
2759912,71,2017-10-01,07:30:00,3110,2
2760930,71,2017-10-01,12:30:00,1426,2
2761331,71,2017-10-01,17:30:00,1507,2
2759977,71,2017-10-01,20:30:00,1616,2
2680357,71,2017-10-11,12:00:00,1444,2
2680356,71,2017-10-11,08:00:00,3173,1
2743908,71,2017-10-11,17:30:00,1499,2
2747128,71,2017-10-11,20:30:00,1625,2
2743465,4120,2017-10-13,19:30:00,884,1
2714689,4120,2017-10-13,13:15:00,1800,1
2744088,4120,2017-10-13,17:30:00,557,1
2714688,4120,2017-10-13,09:30:00,1446,1
2629234,4120,2017-10-07,10:00:00,1446,1
2744465,4120,2017-10-07,17:30:00,557,1
2629235,4120,2017-10-07,13:00:00,1800,1
2744475,4120,2017-10-07,19:30:00,884,1
2642367,4120,2017-10-08,10:00:00,1446,1
2760603,4120,2017-10-08,17:30:00,557,1
2642368,4120,2017-10-08,13:00:00,1800,1
2760610,4120,2017-10-08,19:30:00,884,1
2682540,4120,2017-10-11,12:15:00,645,1
2682541,4120,2017-10-11,19:30:00,884,1
2744082,4120,2017-10-11,17:30:00,557,1
2682539,4120,2017-10-11,09:30:00,1446,1
2698697,4120,2017-10-12,10:00:00,1446,1
2698698,4120,2017-10-12,13:15:00,1800,1
2744085,4120,2017-10-12,17:30:00,557,1
2743462,4120,2017-10-12,19:30:00,884,1
2670306,4120,2017-10-10,19:30:00,884,1
2670305,4120,2017-10-10,13:15:00,1800,1
2744079,4120,2017-10-10,17:30:00,557,1
2670304,4120,2017-10-10,09:30:00,1446,1
2727395,4120,2017-10-14,10:00:00,1446,1
2744466,4120,2017-10-14,17:30:00,557,1
2727396,4120,2017-10-14,13:00:00,1800,1
2744476,4120,2017-10-14,19:30:00,884,1
2607849,4120,2017-10-01,10:00:00,1446,1
2607969,4120,2017-10-01,13:00:00,1800,1
2655250,4120,2017-10-09,10:00:00,1446,1
2655252,4120,2017-10-09,19:30:00,884,1
2655251,4120,2017-10-09,11:30:00,635,1
2744076,4120,2017-10-09,17:30:00,557,1
2708846,213,2017-10-13,10:30:00,1395,1
2674689,213,2017-10-07,10:00:00,1394,1
2646137,213,2017-10-07,18:00:00,851,1
2674693,213,2017-10-08,10:00:00,1394,1
2635467,213,2017-10-08,18:00:00,869,1
2618308,213,2017-10-03,10:30:00,1407,1
2575202,213,2017-10-03,17:00:00,1800,1
2618304,213,2017-10-02,10:30:00,3600,1
2561486,213,2017-10-02,17:00:00,1800,1
2722640,213,2017-10-14,18:45:00,851,1
2722639,213,2017-10-14,10:30:00,1394,1
2647601,213,2017-10-09,10:30:00,3600,1
2647602,213,2017-10-09,17:00:00,1800,1
2591374,213,2017-10-04,17:00:00,1800,1
2644451,213,2017-10-04,12:30:00,1800,1
2614896,213,2017-10-06,10:15:00,1395,1
2614897,213,2017-10-06,17:00:00,1800,1
2698078,213,2017-10-12,10:30:00,1367,1
2698079,213,2017-10-12,17:00:00,1800,1
2618313,213,2017-10-05,10:30:00,1367,1
2601642,213,2017-10-05,17:00:00,1800,1
2662396,213,2017-10-10,10:30:00,1407,1
2662397,213,2017-10-10,17:00:00,1800,1
2674692,213,2017-10-01,10:00:00,1389,1
2550981,213,2017-10-01,18:00:00,871,1
2680363,213,2017-10-11,17:00:00,1800,1
2680362,213,2017-10-11,12:30:00,1800,1
2930945,7591,2017-10-13,10:00:00,1800,1
2930944,7591,2017-10-06,10:00:00,1800,1
2930951,7591,2017-10-11,10:00:00,1800,1
2930953,7591,2017-10-12,10:00:00,1800,1
2930949,7591,2017-10-10,07:30:00,1800,1
2930958,7591,2017-10-08,10:00:00,1800,1
2930956,7591,2017-10-14,09:00:00,1800,1
2930955,7591,2017-10-07,10:00:00,1800,1
2930947,7591,2017-10-09,10:30:00,1800,1
2633799,3719,2017-10-04,10:15:00,1241,1
2634611,3719,2017-10-03,17:30:00,1800,1
2683483,3719,2017-10-11,09:15:00,1240,1
2634607,3719,2017-10-02,17:30:00,1800,1
2662763,3719,2017-10-10,17:30:00,1800,1
2674303,3719,2017-10-08,10:00:00,1167,1
2674302,3719,2017-10-01,10:00:00,1215,1
2652933,3719,2017-10-09,17:30:00,1800,1
2846494,4655,2017-10-13,16:45:00,818,1
2846554,4655,2017-10-13,08:00:00,2282,1
2846526,4655,2017-10-13,20:00:00,1800,1
2846581,4655,2017-10-13,13:00:00,916,1
2846498,4655,2017-10-07,16:45:00,857,1
2846557,4655,2017-10-07,08:00:00,1966,1
2846529,4655,2017-10-07,20:00:00,1800,1
2846584,4655,2017-10-07,13:00:00,901,1
2846506,4655,2017-10-08,16:45:00,889,1
2846561,4655,2017-10-08,08:00:00,2043,1
2846533,4655,2017-10-08,20:00:00,1800,1
2846588,4655,2017-10-08,13:00:00,870,1
2846481,4655,2017-10-03,16:45:00,884,1
2846545,4655,2017-10-03,08:00:00,2059,1
2846510,4655,2017-10-03,20:00:00,1800,1
2846572,4655,2017-10-03,13:00:00,900,1
2846501,4655,2017-10-02,16:45:00,880,1
2846541,4655,2017-10-02,08:00:00,2009,1
2846513,4655,2017-10-02,20:00:00,1800,1
2846568,4655,2017-10-02,13:00:00,899,1
2846499,4655,2017-10-14,16:45:00,857,1
2846558,4655,2017-10-14,08:00:00,1966,1
2846530,4655,2017-10-14,20:00:00,1800,1
2846585,4655,2017-10-14,13:00:00,901,1
2846502,4655,2017-10-09,16:45:00,880,1
2846542,4655,2017-10-09,08:00:00,2009,1
2846514,4655,2017-10-09,20:00:00,1800,1
2846569,4655,2017-10-09,13:00:00,899,1
2846485,4655,2017-10-04,16:45:00,877,1
2846538,4655,2017-10-04,08:00:00,2016,1
2846517,4655,2017-10-04,20:00:00,1800,1
2846565,4655,2017-10-04,13:00:00,890,1
2846493,4655,2017-10-06,16:45:00,818,1
2846553,4655,2017-10-06,08:00:00,2282,1
2846525,4655,2017-10-06,20:00:00,1800,1
2846580,4655,2017-10-06,13:00:00,916,1
2846490,4655,2017-10-12,16:45:00,852,1
2846550,4655,2017-10-12,08:00:00,2260,1
2846522,4655,2017-10-12,20:00:00,1800,1
2846577,4655,2017-10-12,13:00:00,872,1
2846489,4655,2017-10-05,16:45:00,852,1
2846549,4655,2017-10-05,08:00:00,2260,1
2846521,4655,2017-10-05,20:00:00,1800,1
2846576,4655,2017-10-05,13:00:00,872,1
2846482,4655,2017-10-10,16:45:00,884,1
2846546,4655,2017-10-10,08:00:00,2059,1
2846511,4655,2017-10-10,20:00:00,1800,1
2846573,4655,2017-10-10,13:00:00,900,1
2846505,4655,2017-10-01,16:45:00,889,1
2846560,4655,2017-10-01,08:00:00,2042,1
2846532,4655,2017-10-01,20:00:00,1800,1
2846587,4655,2017-10-01,13:00:00,879,1
2846486,4655,2017-10-11,16:45:00,877,1
2846539,4655,2017-10-11,08:00:00,1800,1
2846518,4655,2017-10-11,20:00:00,1800,1
2846566,4655,2017-10-11,13:00:00,890,1
2709947,4661,2017-10-13,17:30:00,689,1
2709946,4661,2017-10-13,09:30:00,1800,1
2638588,4661,2017-10-08,18:00:00,900,1
2576248,4661,2017-10-03,09:00:00,1521,1
2566182,4661,2017-10-02,16:15:00,783,1
2566181,4661,2017-10-02,09:00:00,1519,1
2651689,4661,2017-10-09,17:30:00,706,1
2651688,4661,2017-10-09,09:30:00,1519,1
2588798,4661,2017-10-04,16:15:00,722,1
2588797,4661,2017-10-04,09:00:00,1519,1
2610848,4661,2017-10-06,16:00:00,693,1
2610847,4661,2017-10-06,09:00:00,1519,1
2692936,4661,2017-10-12,09:30:00,1519,1
2599298,4661,2017-10-05,09:00:00,1519,1
2664719,4661,2017-10-10,09:30:00,1521,1
2610232,4661,2017-10-01,17:45:00,900,1
2683957,4661,2017-10-11,16:15:00,705,1
2683956,4661,2017-10-11,09:30:00,1800,1
2711846,2091,2017-10-13,16:30:00,1800,1
2686579,2091,2017-10-07,16:00:00,1800,1
2686583,2091,2017-10-08,16:00:00,1800,1
2734064,2091,2017-10-11,17:45:00,1012,1
2734057,2091,2017-10-02,16:30:00,1800,1
2729987,2091,2017-10-14,16:30:00,1800,1
2734058,2091,2017-10-09,16:30:00,1800,1
2734063,2091,2017-10-04,16:30:00,900,1
2634896,2091,2017-10-06,16:15:00,900,1
2695506,2091,2017-10-12,16:30:00,1800,1
2634892,2091,2017-10-05,16:30:00,1800,1
2734061,2091,2017-10-10,16:30:00,1800,1
2686582,2091,2017-10-01,16:30:00,1800,1
2734060,2091,2017-10-03,16:30:00,1800,1
2710992,1631,2017-10-13,11:30:00,1800,1
2675481,1631,2017-10-07,13:00:00,1800,1
2675488,1631,2017-10-08,13:00:00,1800,1
2574190,1631,2017-10-03,11:30:00,1800,1
2561948,1631,2017-10-02,13:30:00,1800,1
2725885,1631,2017-10-14,13:00:00,1800,1
2652950,1631,2017-10-09,11:30:00,1800,1
2590785,1631,2017-10-04,11:30:00,1800,1
2617703,1631,2017-10-06,11:30:00,1800,1
2694721,1631,2017-10-12,11:30:00,1800,1
2600675,1631,2017-10-05,11:30:00,1800,1
2665455,1631,2017-10-10,11:30:00,1800,1
2675487,1631,2017-10-01,13:00:00,1800,1
2683499,1631,2017-10-11,11:30:00,1800,1
2930978,7599,2017-10-13,18:30:00,1800,1
2931017,7599,2017-10-13,07:30:00,1800,1
2931044,7599,2017-10-13,11:30:00,1800,1
2931006,7599,2017-10-13,20:00:00,1800,1
2930985,7599,2017-10-08,16:30:00,1800,1
2931039,7599,2017-10-08,08:30:00,1800,1
2931066,7599,2017-10-08,11:30:00,1800,1
2931013,7599,2017-10-08,20:00:00,1800,1
2930973,7599,2017-10-11,18:00:00,1800,1
2931028,7599,2017-10-11,07:30:00,1800,1
2931055,7599,2017-10-11,11:30:00,1800,1
2931001,7599,2017-10-11,20:00:00,1800,1
2930962,7599,2017-10-12,18:00:00,1800,1
2931032,7599,2017-10-12,07:30:00,1800,1
2931059,7599,2017-10-12,11:30:00,1800,1
2930990,7599,2017-10-12,20:00:00,1800,1
2930961,7599,2017-10-05,18:30:00,1800,1
2930989,7599,2017-10-05,19:15:00,1800,1
2930969,7599,2017-10-10,18:00:00,1800,1
2931024,7599,2017-10-10,07:30:00,1800,1
2931051,7599,2017-10-10,11:30:00,1800,1
2930997,7599,2017-10-10,20:30:00,1800,1
2930977,7599,2017-10-06,18:30:00,1800,1
2931043,7599,2017-10-06,11:30:00,1800,1
2931005,7599,2017-10-06,19:30:00,1800,1
2930982,7599,2017-10-14,18:00:00,1800,1
2931036,7599,2017-10-14,07:30:00,1800,1
2931063,7599,2017-10-14,11:30:00,1800,1
2931010,7599,2017-10-14,19:30:00,1800,1
2930965,7599,2017-10-09,18:00:00,1800,1
2931020,7599,2017-10-09,07:30:00,1800,1
2931047,7599,2017-10-09,11:30:00,1800,1
2930993,7599,2017-10-09,20:00:00,1800,1
2930981,7599,2017-10-07,18:00:00,1800,1
2931035,7599,2017-10-07,08:30:00,1800,1
2931062,7599,2017-10-07,11:30:00,1800,1
2931009,7599,2017-10-07,20:00:00,1800,1
2632985,8507,2017-10-04,10:15:00,2315,1
2678094,8507,2017-10-11,10:15:00,2315,1
2591290,2442,2017-10-04,08:30:00,1800,1
2613064,2442,2017-10-06,10:00:00,1426,1
2680270,2442,2017-10-11,08:30:00,1800,1
2561397,2442,2017-10-02,10:00:00,1414,1
2707082,2442,2017-10-13,10:00:00,1428,1
2647506,2442,2017-10-09,10:00:00,1446,1
2732110,1907,2017-10-04,10:00:00,1874,1
2732129,1907,2017-10-06,10:00:00,1886,1
2732111,1907,2017-10-11,10:00:00,1826,1
2732096,1907,2017-10-02,10:30:00,1974,1
2732130,1907,2017-10-13,10:00:00,1872,1
2732097,1907,2017-10-09,10:30:00,1804,1
2709943,4150,2017-10-13,09:00:00,1336,1
2709944,4150,2017-10-13,20:30:00,475,1
2581840,4150,2017-10-01,20:30:00,502,1
2761689,4150,2017-10-01,09:30:00,1243,1
2761690,4150,2017-10-08,09:00:00,1242,1
2635884,4150,2017-10-08,20:00:00,486,1
2701004,4150,2017-10-11,08:30:00,1307,1
2683954,4150,2017-10-11,20:30:00,479,1
2566179,4150,2017-10-02,18:45:00,1800,1
2700979,4150,2017-10-02,08:30:00,1287,1
2728640,4150,2017-10-14,21:00:00,478,1
2761687,4150,2017-10-14,09:30:00,1284,1
2700980,4150,2017-10-09,08:30:00,1287,1
2651686,4150,2017-10-09,20:30:00,478,1
2588795,4150,2017-10-04,18:45:00,1800,1
2701003,4150,2017-10-04,08:30:00,1307,1
2701028,4150,2017-10-06,08:30:00,1336,1
2610845,4150,2017-10-06,20:30:00,475,1
2701024,4150,2017-10-12,08:30:00,1251,1
2692934,4150,2017-10-12,20:30:00,477,1
2599296,4150,2017-10-05,18:45:00,1800,1
2701023,4150,2017-10-05,08:30:00,1251,1
2700988,4150,2017-10-10,08:30:00,1223,1
2664636,4150,2017-10-10,20:30:00,485,1
2761686,4150,2017-10-07,09:00:00,1284,1
2628009,4150,2017-10-07,20:00:00,478,1
2572529,4150,2017-10-03,18:45:00,1800,1
2700987,4150,2017-10-03,08:30:00,1223,1
2707677,5308,2017-10-13,16:30:00,856,2
2707676,5308,2017-10-13,08:30:00,2069,2
2707680,5308,2017-10-13,19:00:00,1333,2
2707682,5308,2017-10-13,12:30:00,800,2
2630171,5308,2017-10-07,16:00:00,863,2
2685932,5308,2017-10-07,09:00:00,2106,2
2628087,5308,2017-10-07,19:00:00,1333,2
2685045,5308,2017-10-07,12:30:00,781,2
2638537,5308,2017-10-08,16:00:00,888,2
2685936,5308,2017-10-08,09:00:00,2065,2
2641123,5308,2017-10-08,19:00:00,1334,2
2685053,5308,2017-10-08,12:30:00,830,2
2984933,5308,2017-10-11,03:25:00,900,2
2683890,5308,2017-10-11,17:00:00,941,2
2683889,5308,2017-10-11,08:30:00,2080,2
2683893,5308,2017-10-11,19:00:00,1335,2
2683895,5308,2017-10-11,12:30:00,864,2
2566128,5308,2017-10-02,16:30:00,896,2
2619746,5308,2017-10-02,08:15:00,2068,2
2566130,5308,2017-10-02,19:00:00,1331,2
2566132,5308,2017-10-02,12:30:00,845,2
2984943,5308,2017-10-14,03:25:00,900,1
2723773,5308,2017-10-14,16:00:00,863,1
2723771,5308,2017-10-14,09:00:00,2106,1
2723772,5308,2017-10-14,13:30:00,781,1
2726358,5308,2017-10-14,19:00:00,1333,1
2651623,5308,2017-10-09,16:30:00,895,2
2651622,5308,2017-10-09,08:30:00,2074,2
2651626,5308,2017-10-09,19:00:00,1334,2
2651628,5308,2017-10-09,12:30:00,850,2
2588743,5308,2017-10-04,16:30:00,926,2
2619791,5308,2017-10-04,08:15:00,2080,2
2588744,5308,2017-10-04,19:00:00,1335,2
2588746,5308,2017-10-04,12:30:00,863,2
2610793,5308,2017-10-06,16:30:00,856,2
2619821,5308,2017-10-06,08:15:00,2069,2
2610794,5308,2017-10-06,19:00:00,1333,2
2610796,5308,2017-10-06,12:30:00,800,2
2691812,5308,2017-10-12,19:30:00,1336,2
2984936,5308,2017-10-12,03:25:00,900,2
2691809,5308,2017-10-12,16:30:00,892,2
2691808,5308,2017-10-12,08:30:00,2088,2
2691813,5308,2017-10-12,12:30:00,835,2
2685818,5308,2017-10-05,16:30:00,892,2
2619803,5308,2017-10-05,08:15:00,2088,2
2599244,5308,2017-10-05,19:00:00,1336,2
2599245,5308,2017-10-05,12:30:00,835,2
2984926,5308,2017-10-10,03:25:00,900,2
2664577,5308,2017-10-10,16:30:00,918,2
2664576,5308,2017-10-10,08:30:00,2065,2
2664580,5308,2017-10-10,19:00:00,1332,2
2664581,5308,2017-10-10,12:30:00,848,2
2558444,5308,2017-10-01,16:00:00,877,2
2685935,5308,2017-10-01,09:00:00,2100,2
2552635,5308,2017-10-01,19:00:00,1359,2
2685052,5308,2017-10-01,12:30:00,799,2
2572485,5308,2017-10-03,16:30:00,918,2
2619775,5308,2017-10-03,08:15:00,2066,2
2572487,5308,2017-10-03,19:00:00,1332,2
2572488,5308,2017-10-03,12:30:00,847,2
2591417,1973,2017-10-04,16:30:00,329,1
2586022,1973,2017-10-04,20:00:00,418,1
2591415,1973,2017-10-04,09:30:00,485,1
2629575,1973,2017-10-07,16:30:00,318,1
2629572,1973,2017-10-07,08:00:00,1800,1
2627127,1973,2017-10-07,20:00:00,434,1
2614944,1973,2017-10-06,16:30:00,325,1
2617778,1973,2017-10-06,20:00:00,433,1
2614942,1973,2017-10-06,09:30:00,449,1
2577087,1973,2017-10-03,09:30:00,508,1
2561531,1973,2017-10-02,16:30:00,334,1
2563919,1973,2017-10-02,20:00:00,469,1
2561529,1973,2017-10-02,09:30:00,533,1
2601687,1973,2017-10-05,16:30:00,326,1
2599734,1973,2017-10-05,20:00:00,418,1
2601685,1973,2017-10-05,09:30:00,469,1
2662446,1973,2017-10-10,10:00:00,507,1
2662448,1973,2017-10-10,16:30:00,337,1
2635513,1973,2017-10-08,16:30:00,319,1
2637206,1973,2017-10-08,20:00:00,436,1
2558133,1973,2017-10-01,16:30:00,314,1
2558341,1973,2017-10-01,08:30:00,505,1
2579780,1973,2017-10-01,20:00:00,437,1
2647648,1973,2017-10-09,10:30:00,531,1
2647650,1973,2017-10-09,16:30:00,334,1
2654506,1973,2017-10-09,20:00:00,469,1
2867135,4669,2017-10-13,17:00:00,528,1
2867043,4669,2017-10-13,10:45:00,1800,1
2867058,4669,2017-10-07,10:15:00,1030,1
2867138,4669,2017-10-07,17:00:00,528,1
2867062,4669,2017-10-08,10:15:00,1030,1
2867142,4669,2017-10-08,17:00:00,528,1
2867127,4669,2017-10-03,16:45:00,528,1
2867048,4669,2017-10-03,10:45:00,1800,1
2867149,4669,2017-10-03,20:00:00,1800,1
2867124,4669,2017-10-02,16:45:00,528,1
2867045,4669,2017-10-02,10:45:00,1800,1
2867148,4669,2017-10-02,20:00:00,1800,1
2867059,4669,2017-10-14,10:15:00,1030,1
2867139,4669,2017-10-14,17:00:00,528,1
2867046,4669,2017-10-09,10:45:00,1800,1
2867125,4669,2017-10-09,17:20:00,528,1
2867130,4669,2017-10-04,17:00:00,528,1
2867051,4669,2017-10-04,10:45:00,1800,1
2867150,4669,2017-10-04,20:00:00,1800,1
2867134,4669,2017-10-06,17:00:00,528,1
2867042,4669,2017-10-06,10:45:00,1800,1
2867122,4669,2017-10-12,17:00:00,528,1
2867055,4669,2017-10-12,10:45:00,1800,1
2867147,4669,2017-10-12,20:00:00,1800,1
2867121,4669,2017-10-05,17:00:00,528,1
2867054,4669,2017-10-05,10:45:00,1800,1
